id,name_ja,name_kana,name_en,genus_ja,generation,type1,type2,height,weight,hp,attack,defense,special_attack,special_defense,speed,base_stats_total,is_legendary,is_mythical,flavor_text_ja,sprite_url,artwork_url
564,プロトーガ,,tirtouga,こだいがめポケモン,5,water,rock,0.7,16.5,54,78,103,53,45,22,355,0,0,およそ １億年前の 海を 泳いでいた。陸地へ 上がって 獲物に 襲いかかる こともある。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png
565,アバゴーラ,,carracosta,こだいがめポケモン,5,water,rock,1.2,81.0,74,108,133,83,65,32,495,0,0,海と 陸地で 生活する。 張り手で タンカーの 船底に 穴を 開ける パワーの 持ち主。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png
566,アーケン,,archen,さいこどりポケモン,5,rock,flying,0.5,9.5,55,112,45,74,45,70,401,0,0,化石から 復活した ポケモン。 あらゆる とりポケモンの 祖先と 考えられている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png
567,アーケオス,,archeops,さいこどりポケモン,5,rock,flying,1.4,32.0,75,140,65,112,65,110,567,0,0,地上で 助走を つけてから 飛び立つ。仲間と 協力して 獲物を しとめる 知能を 持つ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png
568,ヤブクロン,,trubbish,ゴミぶくろポケモン,5,poison,,0.6,31.0,50,50,62,40,62,65,329,0,0,ゴミ袋が 産業廃棄物と 化学変化を 起こした ことで ポケモンとして 生まれ変わった。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png
569,ダストダス,,garbodor,ゴミすてばポケモン,5,poison,,1.9,107.3,80,95,82,60,82,75,474,0,0,左腕で 相手を 絞めつけて 口から 吐き出す 悪臭の 毒ガスで とどめを 刺すのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png
570,ゾロア,,zorua,わるぎつねポケモン,5,dark,,0.7,12.5,40,65,40,80,40,65,330,0,0,相手そっくりに 化けているように みせかけ だましたり 驚かして そのすきに 逃げ出すことが 多い。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png
571,ゾロアーク,,zoroark,ばけぎつねポケモン,5,dark,,1.6,81.1,60,105,60,120,60,105,510,0,0,いっぺんに 大勢の 人を 化かす 力を 持つ。 幻の 景色を 見せて 住処を 守る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png
572,チラーミィ,,minccino,チンチラポケモン,5,normal,,0.4,5.8,55,50,40,40,40,75,300,0,0,お互いの 尻尾で 相手を とことん きれいに してあげるのが チラーミィ同士の あいさつ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png
573,チラチーノ,,cinccino,スカーフポケモン,5,normal,,0.5,7.5,75,95,60,65,60,115,470,0,0,白い 体毛は 肌触りが 抜群。 ほこりや 静電気を まったく 寄せつけないのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png
574,ゴチム,,gothita,ぎょうしポケモン,5,psychic,,0.4,5.8,45,30,50,55,65,45,290,0,0,リボンのような 触角で サイコパワーを 増幅させる。 なにかを じっと 見つめている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png
575,ゴチミル,,gothorita,あやつりポケモン,5,psychic,,0.7,18.0,60,45,70,75,85,55,390,0,0,星明りが パワーの 源。 夜になると サイコパワーで 石を 浮かべて 星の 配置を 印す。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png
576,ゴチルゼル,,gothitelle,てんたいポケモン,5,psychic,,1.5,44.0,70,55,95,95,110,65,490,0,0,強力な サイコパワーの 影響で ゴチルゼルの 周囲の 空間が ねじれ 何万光年も 遠くの 星空が 映る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png
577,ユニラン,,solosis,さいぼうポケモン,5,psychic,,0.3,1.0,45,30,40,105,50,20,290,0,0,体が 特殊な 液体に 包まれているので どんな きびしい 状況でも 平気なのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png
578,ダブラン,,duosion,ぶんかつポケモン,5,psychic,,0.6,8.0,65,40,50,125,60,30,370,0,0,２つに 分裂した 脳みそを 持っているため いきなり 違う 行動を とることが あるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png
579,ランクルス,,reuniclus,ぞうふくポケモン,5,psychic,,1.0,20.1,110,65,75,125,85,30,490,0,0,発揮した サイコパワーを 使い 特殊な 液体で つくられた 腕を 操り 岩を 砕く。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png
580,コアルヒー,,ducklett,みずどりポケモン,5,water,flying,0.5,5.5,62,44,50,44,50,55,305,0,0,敵に 襲われると 全身の 羽毛から 水しぶきを 出す。 水煙に 紛れて 逃げるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png
581,スワンナ,,swanna,しらとりポケモン,5,water,flying,1.3,24.2,75,87,63,87,63,98,473,0,0,優雅な みかけに よらず 翼で 力強く 羽ばたき 数千キロ 飛び続けられる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png
582,バニプッチ,,vanillite,しんせつポケモン,5,ice,,0.4,5.7,36,50,50,65,60,44,305,0,0,マイナス５０度の 息を 吐く。 雪の 結晶を 作って あたりに 雪を 降らせる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png
583,バニリッチ,,vanillish,ひょうせつポケモン,5,ice,,1.1,41.0,51,65,65,80,75,59,395,0,0,辺りの 空気を 冷やして 氷の 粒を 発生 させて 敵の 体を 凍りつかせる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png
584,バイバニラ,,vanilluxe,ブリザードポケモン,5,ice,,1.3,57.5,71,95,85,110,95,79,535,0,0,２つの 頭が 同時に 怒ると ツノから 猛吹雪を 噴き出す。 あたりを 大雪で 埋めてしまう。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png
585,シキジカ,,deerling,きせつポケモン,5,normal,grass,0.6,19.5,60,60,50,40,50,75,335,0,0,季節が 変わったとき だけでなく 気温や 湿度に よっても 体の色は 少し 変化する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png
586,メブキジカ,,sawsbuck,きせつポケモン,5,normal,grass,1.9,92.5,80,100,70,60,70,95,475,0,0,季節によって 住処を 変える。 人々は メブキジカの ツノで 季節の 移り変わりを 感じる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png
587,エモンガ,,emolga,モモンガポケモン,5,electric,flying,0.4,5.0,55,75,60,75,60,103,428,0,0,森の 木の上で 暮らす。 マントのような 膜の 内側を 放電 させながら 滑空する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png
588,カブルモ,,karrablast,かぶりつきポケモン,5,bug,,0.5,5.9,50,75,45,40,45,60,315,0,0,チョボマキと 一緒に いるときに 電気的な 刺激を 受けると 進化する 不思議な ポケモンだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png
589,シュバルゴ,,escavalier,きへいポケモン,5,bug,steel,1.0,33.0,70,135,105,60,105,20,495,0,0,チョボマキから 奪った 殻で 体を 覆い ガードしながら ２本の ヤリで 突いてくる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png
590,タマゲタケ,,foongus,きのこポケモン,5,grass,poison,0.2,1.0,69,55,45,55,55,15,294,0,0,モンスターボールに 似た 模様で 誘い 毒胞子を 吹きかける。 なぜ 似ているかは ナゾである。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png
591,モロバレル,,amoonguss,きのこポケモン,5,grass,poison,0.6,10.5,114,85,70,85,80,30,464,0,0,モンスターボールの カサを 見せつけ 獲物を 誘き寄せようとするが だまされる ポケモンは 少ない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png
592,プルリル,,frillish-male,ふゆうポケモン,5,water,ghost,1.2,33.0,55,40,50,65,85,40,335,0,0,獲物を 毒で しびれさせて ８０００メートルの 深海に あるという 住処に 連れていく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png
593,ブルンゲル,,jellicent-male,ふゆうポケモン,5,water,ghost,2.2,135.0,100,60,70,85,105,60,480,0,0,体の ほとんどが 海水。 海底には ブルンゲルが 沈めた 船で できた 城が あるという。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png
594,ママンボウ,,alomomola,かいほうポケモン,5,water,,1.2,31.6,165,75,80,40,45,65,470,0,0,大海原を 漂って 暮らす。 傷ついた ポケモンを 見つけると 抱きかかえて 岸まで 運ぶ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png
595,バチュル,,joltik,くっつきポケモン,5,bug,electric,0.1,0.6,50,47,50,57,50,65,319,0,0,自分では 電気を つくれないので 他の 大きな ポケモンに とりつき 静電気を 吸いとる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png
596,デンチュラ,,galvantula,でんきグモポケモン,5,bug,electric,0.8,14.3,70,77,60,97,60,108,472,0,0,電気を 帯びた 糸で ワナを 仕掛ける。感電して 動けない 獲物を ゆっくりと いただくのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png
597,テッシード,,ferroseed,とげのみポケモン,5,grass,steel,0.6,18.8,44,50,91,24,86,10,305,0,0,危険を 察知すると トゲを いっせいに 発射して 反撃。 その すきに 転がって 逃げる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png
598,ナットレイ,,ferrothorn,とげだまポケモン,5,grass,steel,1.0,110.0,74,94,131,54,116,20,489,0,0,３本の 触手を たたきつけ さらに トゲを 飛ばして 相手を 跡形残らず 粉砕する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png
599,ギアル,,klink,はぐるまポケモン,5,steel,,0.3,21.0,40,55,70,45,60,30,300,0,0,２つの 体が かみ合い 回転することで 生きるための エネルギーを 作り出している。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png
600,ギギアル,,klang,はぐるまポケモン,5,steel,,0.6,51.0,60,80,95,70,85,50,440,0,0,回転方向を 変える ことで 仲間に 気持ちを 伝えている。 怒るほど 回転が 速くなる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png
601,ギギギアル,,klinklang,はぐるまポケモン,5,steel,,0.6,81.0,60,100,115,70,85,90,520,0,0,赤い コアの ついた ギアを 高速回転させて エネルギーを 急速チャージ するのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png
602,シビシラス,,tynamo,でんきうおポケモン,5,electric,,0.2,0.3,35,55,40,45,40,60,275,0,0,１匹の 電力は 小さいが たくさんの シビシラスが つながると 雷と 同じ 威力になる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png
603,シビビール,,eelektrik,でんきうおポケモン,5,electric,,1.2,22.0,65,85,70,75,70,40,405,0,0,相手に 巻きつき まるい はん点から 電気を 流して しびれたところを まるかじりする。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png
604,シビルドン,,eelektross,でんきうおポケモン,5,electric,,2.1,80.5,85,115,80,105,80,50,515,0,0,吸盤の 口で 獲物に 吸いつき 食いこませた キバから 電気を 流して 感電させる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png
605,リグレー,,elgyem,ブレインポケモン,5,psychic,,0.5,9.0,55,55,55,85,55,30,335,0,0,強力な サイコパワーを 操る。 サイコパワーで 相手の 脳みそを 絞めつけて 頭痛を 起こさせる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png
606,オーベム,,beheeyem,ブレインポケモン,5,psychic,,1.0,34.5,75,75,75,125,95,40,485,0,0,指先を 点滅 させて 会話するらしいが その パターンは まだ 解読 できていない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png
607,ヒトモシ,,litwick,ろうそくポケモン,5,ghost,fire,0.3,3.1,50,30,55,65,55,20,275,0,0,明かりを 灯して 道案内を するように 見せかけながら 生命力を 吸い取っている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png
608,ランプラー,,lampent,ランプポケモン,5,ghost,fire,0.6,13.0,60,40,60,95,60,55,370,0,0,魂を 吸いとり 火を灯す。 人が 死ぬのを 待つため 病院を うろつくようになった。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png
609,シャンデラ,,chandelure,いざないポケモン,5,ghost,fire,1.0,34.3,60,55,90,145,90,80,520,0,0,シャンデラの 炎に 包まれると 魂が 吸い取られ 燃やされる。 抜け殻の 体 だけが 残る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png
610,キバゴ,,axew,キバポケモン,5,dragon,,0.6,18.0,46,87,60,30,40,57,320,0,0,木の実を キバで 砕いて 食べる。 何回も 生え変わることで 強く 鋭い キバに なる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png
611,オノンド,,fraxure,あごオノポケモン,5,dragon,,1.0,36.0,66,117,70,40,50,67,410,0,0,大岩を 砕く キバを 持つ。 縄張りを 巡る オノンドたちの 争いは 非常に 激しい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png
612,オノノクス,,haxorus,あごオノポケモン,5,dragon,,1.8,105.5,76,147,90,60,70,97,540,0,0,優しい 性格だが 縄張りを 荒らす 者には 容赦しない。 鉄を 切る キバで 挑みかかる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png
613,クマシュン,,cubchoo,ひょうけつポケモン,5,ice,,0.5,8.5,55,70,40,60,40,40,305,0,0,いつも 鼻水を 垂らしている。 鼻水を すすって 技を 出す。 鼻水が 技の 素 なのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png
614,ツンベアー,,beartic,とうけつポケモン,5,ice,,2.6,260.0,95,130,80,70,80,50,505,0,0,北の 冷たい 海を 好む。 口から 吐きだした 息を凍らせ 海の上に 道をつくり 歩く。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png
615,フリージオ,,cryogonal,けっしょうポケモン,5,ice,,1.1,148.0,80,50,50,95,135,105,515,0,0,雪雲の 中で 生まれた。 氷の 結晶で できた 鎖で 獲物を 捕まえる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png
616,チョボマキ,,shelmet,マイマイポケモン,5,bug,,0.4,7.7,50,40,85,40,65,25,305,0,0,カブルモと 一緒に いるときに 電気的な 刺激を 受けると お互いの 体が 進化する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png
617,アギルダー,,accelgor,からぬけポケモン,5,bug,,0.8,25.3,80,70,40,100,60,145,495,0,0,重い 殻を 脱いだために 身軽になった。まるで 忍者のような 身のこなしで 戦う。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png
618,マッギョ,,stunfisk,トラップポケモン,5,ground,electric,0.7,11.0,109,66,84,81,99,32,471,0,0,皮膚が 硬いので 相撲取りに 踏まれても 平気。 電気を 流すとき 笑い顔に なる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png
619,コジョフー,,mienfoo,ぶじゅつポケモン,5,fighting,,0.9,20.0,45,85,50,55,50,65,350,0,0,技を繰り出す スピードが 自慢。 たとえ パワーは 低くても 手数の 多さで カバーする。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png
620,コジョンド,,mienshao,ぶじゅつポケモン,5,fighting,,1.4,35.5,65,125,60,95,60,105,510,0,0,腕の 体毛を ムチのように あつかう。両腕の 攻撃は 目にも 止まらぬ 速さ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png
621,クリムガン,,druddigon,ほらあなポケモン,5,dragon,,1.6,139.0,77,120,90,60,90,48,485,0,0,狭い 洞穴を 走り回り 獲物を 鋭い ツメで 捕獲。 顔の 皮膚は 岩より 硬い。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png
622,ゴビット,,golett,ゴーレムポケモン,5,ground,ghost,1.0,92.0,59,74,50,35,50,35,303,0,0,体内で 燃える エネルギーに よって 活動しているが どんな エネルギーなのかは 不明である。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png
623,ゴルーグ,,golurk,ゴーレムポケモン,5,ground,ghost,2.8,330.0,89,124,80,55,80,55,483,0,0,ゴルーグを 作った 古代人から 人や ポケモンを 守るように 命令されていると 言われている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png
624,コマタナ,,pawniard,はものポケモン,5,dark,steel,0.5,10.2,45,85,70,40,40,60,340,0,0,全身が 刃物の ポケモン。 戦いで 刃こぼれすると 河原の 石で 刃を とぐ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png
625,キリキザン,,bisharp,とうじんポケモン,5,dark,steel,1.6,70.0,65,125,100,60,70,70,490,0,0,数匹の コマタナを 戦わせ 傷つき 動けなくなった 獲物を 真っ二つにする 怖い ポケモン。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png
626,バッフロン,,bouffalant,ずつきうしポケモン,5,normal,,1.6,94.6,95,110,95,40,95,55,490,0,0,見境なく 突進して 頭突きを 食らわせる。走っている 列車を 脱線させる 破壊力。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png
627,ワシボン,,rufflet,ヒナわしポケモン,5,normal,flying,0.5,10.5,70,83,50,37,50,60,350,0,0,脚力で 木の実を 砕く。 どんなに 強い 相手でも 勇敢に 立ち向かう 習性。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png
628,ウォーグル,,braviary,ゆうもうポケモン,5,normal,flying,1.5,41.0,100,123,75,57,75,80,510,0,0,仲間の ためなら どれだけ 傷つこうとも 戦いを やめない 勇敢な 大空の 戦士。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png
629,バルチャイ,,vullaby,おむつポケモン,5,dark,flying,0.5,9.0,70,55,75,45,65,60,370,0,0,翼が 小さいため 飛べない。 進化の ときが 近づくと 自分から ガイコツを 脱ぎ捨てる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png
630,バルジーナ,,mandibuzz,ほねわしポケモン,5,dark,flying,1.2,39.5,110,65,105,55,95,80,510,0,0,大空で 円を描きつつ 飛び 獲物を みつけると 襲いかかって 巣まで 軽々と 運んでいく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png
631,クイタラン,,heatmor,アリクイポケモン,5,fire,,1.4,58.0,85,97,66,105,66,65,484,0,0,高温で 燃える 炎の 舌で アイアントの 鋼の 体を 溶かして 中身を いただくのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png
632,アイアント,,durant,てつアリポケモン,5,bug,steel,0.3,33.0,58,109,112,48,48,109,484,0,0,天敵の クイタランに 対して みんなで 役割分担 しながら 反撃して 巣から 追い払う。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png
633,モノズ,,deino,そぼうポケモン,5,dark,dragon,0.8,17.3,52,65,50,45,50,38,300,0,0,目が 見えないため 体当たりしたり かみついて まわりを 探る。 体中 生傷が 絶えない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png
634,ジヘッド,,zweilous,らんぼうポケモン,5,dark,dragon,1.4,50.0,72,85,70,65,70,58,420,0,0,２つの 頭は 仲が 悪く 相手より 多く 食べることで 主導権を 握ろうと する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png
635,サザンドラ,,hydreigon,きょうぼうポケモン,5,dark,dragon,1.8,160.0,92,105,90,125,90,98,600,0,0,両腕の 頭は 脳みそを 持たない。 ３つの 頭で すべてを 食べつくし 破壊してしまう。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png
636,メラルバ,,larvesta,たいまつポケモン,5,bug,fire,1.1,28.8,55,85,55,50,55,60,360,0,0,太陽から 生まれたと いわれる。 進化するとき ツノから 噴き出した 炎で 全身を 包みこむ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png
